crt.sh ID,Logged At,Not Before,Not After,Common Name,Matching Identities,Issuer Name
4163398372,2021-03-04,2021-03-04,2022-04-02,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4169035164,2021-03-05,2021-03-05,2022-04-03,"*.cdbb.dev.use1a.on.epicgames.com","*.dev.use1a.on.epicgames.net
*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4185236875,2021-03-09,2021-03-09,2022-04-07,"*.it.epicgames.net","*.it.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4189300547,2021-03-09,2021-03-09,2022-04-06,"*.dev.use1a.on.epicgames.net","*.dev.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4189323893,2021-03-09,2021-03-09,2022-04-07,"*.befa.live.use1a.on.epicgames.com","*.live.use1a.on.epicgames.net
*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4190591224,2021-03-10,2021-03-10,2022-04-08,"*.epicgames-gamedev.ol.epicgames.net","*.epicgames-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4194207745,2021-03-10,2021-03-10,2022-03-09,"password.epicgames.net","password.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
4232758879,2021-03-18,2021-03-09,2022-04-07,"*.befa.live.use1a.on.epicgames.com","*.live.use1a.on.epicgames.net
*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4234539178,2021-03-18,2021-03-18,2022-04-16,"*.on.epicgames.com","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4234565144,2021-03-18,2021-03-18,2022-04-16,"*.on.epicgames.com","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4235666119,2021-03-18,2021-03-18,2022-04-16,"*.ol.epicgames.net","*.epicgames-gamedev.ol.epicgames.net
*.github.ol.epicgames.net
*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4253898707,2021-03-22,2021-03-18,2022-04-16,"*.on.epicgames.com","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4293515967,2021-03-29,2021-03-29,2022-04-27,"*.aeee.dev.use1a.on.epicgames.com","*.dev.use1a.on.epicgames.net
*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4293625251,2021-03-29,2021-03-29,2022-04-27,"*.beee.live.use1a.on.epicgames.com","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4295762350,2021-03-30,2021-03-30,2022-04-28,"are-substrate.ol.epicgames.net","are-substrate.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4295893288,2021-03-30,2021-03-30,2022-04-28,"*.epicgames-gamedev.ol.epicgames.net","*.epicgames-ci.ol.epicgames.net
*.epicgames-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4298533783,2021-03-30,2021-03-30,2022-04-28,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4307905972,2021-04-01,2021-04-01,2022-04-30,"*.proxy.epicgames-gamedev.ol.epicgames.net","*.proxy.epicgames-gamedev.ol.epicgames.net
proxy.epicgames-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4335356729,2021-04-06,2021-04-06,2022-05-05,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4335390694,2021-04-06,2021-04-06,2022-05-05,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4335405955,2021-04-06,2021-04-06,2022-05-05,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4365207487,2021-04-12,2021-04-12,2022-05-11,"*.live.use1a.on.epicgames.net","*.live.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4366089055,2021-04-12,2021-04-12,2022-05-11,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4374081228,2021-04-14,2021-04-14,2022-04-13,"*.artifacts.ol.epicgames.net","*.artifacts.ol.epicgames.net
artifacts.ol.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
4408592077,2021-04-21,2021-04-21,2022-05-20,"codefresh-ci.dbcc.dev.use1a.on.epicgames.com","codefresh-ci.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4422776875,2021-04-24,2021-04-24,2022-05-23,"*.epicgames-lt.ol.epicgames.net","*.epicgames-lt.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4442554220,2021-04-28,2021-04-28,2022-04-27,"*.ctr.epicgames.net","*.ctr.epicgames.net","C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
4444173147,2021-04-28,2021-04-28,2022-04-27,"deploymentserver.splunk.epicgames.net","deploymentserver.splunk.epicgames.net
heavyforwarder.splunk.epicgames.net
syslog.splunk.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte TLS RSA CA G1"
4445753651,2021-04-29,2021-04-29,2022-05-28,"api.github.ol.epicgames.net","api.github.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4452488383,2021-04-30,2021-03-18,2022-04-16,"*.on.epicgames.com","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4467847506,2021-05-03,2021-05-03,2022-06-01,"*.analytics-batch.use1.ol.epicgames.net","*.analytics-batch.use1.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4475304228,2021-05-05,2021-05-05,2022-06-03,"*.afea.live.use1a.on.epicgames.com","codefresh.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4478558593,2021-05-05,2021-05-05,2022-06-05,"robomerge.epicgames.net","robomerge.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
4480787431,2021-05-06,2021-05-06,2022-06-04,"*.dev.use1a.on.epicgames.net","*.dev.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4504063930,2021-05-10,2021-05-10,2022-06-08,"*.on.epicgames.com","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4504082505,2021-05-10,2021-05-10,2022-06-08,"*.on.epicgames.com","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4514147367,2021-05-12,2021-05-12,2022-06-10,"jason.epicgames-gamedev.ol.epicgames.net","jason.epicgames-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4516224321,2021-05-13,2021-05-13,2022-06-11,"*.analytics-cians.ol.epicgames.net","*.analytics-cians.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4518347570,2021-05-13,2021-05-13,2022-06-13,"ddm.epicgames.net","ddm.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
4522787743,2021-05-14,2021-03-29,2022-04-27,"*.beee.live.use1a.on.epicgames.com","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4523802266,2021-05-14,2021-05-14,2022-06-12,"*.ol.epicgames.net","*.mgmt.use1.ol.epicgames.net
*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4548480842,2021-05-18,2021-05-18,2022-06-18,"releasenotes.epicgames.net","releasenotes.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
4555346605,2021-05-19,2021-04-06,2022-05-05,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4584860691,2021-05-24,2021-05-24,2022-06-24,"*.infosec.epicgames.net","*.infosec.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
4595355630,2021-05-26,2021-05-26,2022-06-24,"zreaper.ol.epicgames.net","zreaper.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4600666669,2021-05-27,2021-05-27,2022-06-25,"zreaper.ol.epicgames.net","zreaper.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4636246891,2021-06-03,2021-06-03,2022-07-02,"fleetman.ol.epicgames.net","fleetman.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4641316262,2021-06-03,2021-06-03,2022-07-02,"fleetman-service-ci.ol.epicgames.net","fleetman-service-ci.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4641348560,2021-06-03,2021-06-03,2022-07-02,"fleetman-service-stage.ol.epicgames.net","fleetman-service-stage.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4645121381,2021-06-04,2020-11-30,2021-12-29,"*.on.epicgames.net","*.dev.use1a.on.epicgames.net
*.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4662932518,2021-06-07,2021-06-07,2022-07-06,"*.epic-social-game-overlay-gamedev-ci.ol.epicgames.net","*.epic-social-game-overlay-gamedev-ci.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4663096289,2021-06-07,2021-06-07,2022-07-06,"boomer-stage.ol.epicgames.net","boomer-stage.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4664442133,2021-06-08,2021-06-08,2022-07-07,"boomer.ol.epicgames.net","boomer.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4669304342,2021-06-08,2021-06-08,2022-07-09,"buildshare.epicgames.net","buildshare.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
4673446119,2021-06-09,2021-06-09,2022-07-08,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4694619708,2021-06-13,2020-11-03,2021-12-02,"*.eeef.live.use1a.on.epicgames.com","*.live.use1a.on.epicgames.net
*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4708334198,2021-06-15,2021-06-15,2022-07-14,"epic-cms-service-ci.ol.epicgames.net","epic-cms-service-ci.ol.epicgames.net
epic-cms-service-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4708338658,2021-06-15,2021-06-15,2022-07-14,"epic-cms-service.ol.epicgames.net","epic-cms-service.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4714101215,2021-06-16,2021-06-16,2022-07-15,"epicgames-ci.ol.epicgames.net","epicgames-ci.ol.epicgames.net
epicgames-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4747517230,2021-06-23,2021-06-23,2022-07-22,"*.epicgames-gamedev.ol.epicgames.net","*.epicgames-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4761017794,2021-06-25,2021-06-25,2022-07-24,"*.analytics-eos.live.use1a.on.epicgames.net","*.analytics-eos.live.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4761024037,2021-06-25,2021-06-25,2022-07-24,"*.analytics-eos.dev.use1a.on.epicgames.net","*.analytics-eos.dev.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4761317866,2021-06-25,2021-06-25,2022-07-24,"*.epicgames.com","*.epicgames.net
*.live.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4761350346,2021-06-25,2021-06-25,2022-07-24,"*.epicgames.com","*.epicgames.net
*.live.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4798129825,2021-07-02,2021-06-25,2022-07-24,"*.epicgames.com","*.epicgames.net
*.live.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4866570893,2021-07-15,2021-07-15,2022-08-13,"*.epicgames-gamedev.ol.epicgames.net","*.epicgames-gamedev.ol.epicgames.net
*.proxy.epicgames-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4872215683,2021-07-16,2021-03-29,2022-04-27,"*.aeee.dev.use1a.on.epicgames.com","*.dev.use1a.on.epicgames.net
*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4892792191,2021-07-19,2021-07-19,2022-08-17,"*.live.use1a.on.epicgames.net","*.live.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4893640519,2021-07-19,2021-07-19,2022-08-17,"*.dev.use1a.on.epicgames.net","*.dev.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4893648121,2021-07-19,2021-07-19,2022-08-17,"*.live.use1a.on.epicgames.net","*.live.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4911472521,2021-07-22,2021-07-22,2022-08-20,"epic-cms-service.ol.epicgames.net","epic-cms-service.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4912199203,2021-07-22,2021-07-22,2022-08-20,"fleetman-ui-ci.ol.epicgames.net","fleetman-ui-ci.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4936809850,2021-07-27,2021-07-27,2022-08-25,"content-controls-gamedev.ol.epicgames.net","content-controls-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4936835330,2021-07-27,2021-07-27,2022-08-25,"content-controls-gamedev.ol.epicgames.net","content-controls-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4980493935,2021-08-04,2021-08-04,2022-09-02,"*.aecbc.dev.use1a.ol.epicgames.net","*.aecbc.dev.use1a.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
4987816883,2021-08-05,2021-08-05,2022-09-05,"*.patchercache.epicgames.net","*.patchercache.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
5008384032,2021-08-09,2021-08-09,2022-09-07,"*.ecomm-dev.use1.ol.epicgames.net","*.ecomm-dev.use1.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5015119419,2021-08-10,2021-08-10,2022-09-08,"*.dev.use1.ol.epicgames.net","*.dev.use1.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5024227741,2021-08-11,2021-08-11,2022-09-09,"content-controls-prod.ol.epicgames.net","content-controls-prod.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5072588085,2021-08-19,2021-08-19,2022-09-17,"*.live.use1a.on.epicgames.net","*.live.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5078774951,2021-08-20,2021-08-20,2022-09-20,"pf-01.epicgames.net","pf-01.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
5095863284,2021-08-23,2021-08-23,2022-09-21,"*.store-dev.on.epicgames.com","store.epicgames-gamedev.ol.epicgames.net
store-launcher.epicgames-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5106576267,2021-08-25,2021-08-25,2022-09-23,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5111626556,2021-08-26,2021-08-26,2022-09-24,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5129920264,2021-08-30,2021-08-30,2022-09-28,"wildcard.ol.epicgames.net","*.ol.epicgames.net
wildcard.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5133736139,2021-08-30,2021-08-30,2022-09-28,"*.store.epicgames-gamedev.ol.epicgames.net","*.store.epicgames-gamedev.ol.epicgames.net
store.epicgames-gamedev.ol.epicgames.net
*.store-launcher.epicgames-gamedev.ol.epicgames.net
store-launcher.epicgames-gamedev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5154315143,2021-09-03,2021-09-03,2022-10-02,"cvp.it.epicgames.net","cvp.it.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5156218630,2021-09-03,2020-12-26,2022-01-24,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5164870722,2021-09-05,2021-09-05,2022-10-04,"*.epicgames-lt.ol.epicgames.net","*.epicgames-lt.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5178722652,2021-09-07,2021-09-07,2022-10-06,"wiki-dev.it.epicgames.net","wiki-dev.it.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5179146058,2021-09-07,2021-09-07,2022-10-06,"confluence.operations.it.epicgames.com","wiki-dev.epicgames.net
wiki-dev.it.epicgames.net
wiki-dev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5179316406,2021-09-07,2021-09-07,2022-10-06,"confluence.stage.it.epicgames.com","wiki-stage.epicgames.net
wiki-stage.it.epicgames.net
wiki-stage.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5179334926,2021-09-07,2021-09-07,2022-10-06,"confluence.it.epicgames.com","epicwiki.epicgames.net
wiki.epicgames.net
wiki.it.epicgames.net
wiki.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5190424167,2021-09-09,2021-09-09,2022-10-08,"*.on.epicgames.net","*.dev.use1a.on.epicgames.net
*.epicgames-ci.ol.epicgames.net
*.epicgames-gamedev.ol.epicgames.net
*.epicgames-lt.ol.epicgames.net
*.ol.epicgames.net
*.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5191318686,2021-09-10,2021-09-10,2022-10-09,"*.on.epicgames.net","*.live.use1a.on.epicgames.net
*.ol.epicgames.net
*.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5237155704,2021-09-17,2021-09-10,2022-10-09,"*.on.epicgames.net","*.live.use1a.on.epicgames.net
*.ol.epicgames.net
*.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5247643557,2021-09-19,2021-09-19,2022-10-17,"*.ecomm-live.use1.ol.epicgames.net","*.ecomm-live.use1.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5247949537,2021-09-19,2021-09-19,2022-10-17,"*.aecbc.live.use1a.ol.epicgames.net","*.aecbc.live.use1a.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5259241544,2021-09-21,2021-09-21,2022-10-19,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5268386516,2021-09-22,2021-09-22,2022-10-23,"automation-ue-enterprise.epicgames.net","automation-ue-enterprise.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
5274813006,2021-09-23,2021-09-23,2022-10-22,"boomer-stage.ol.epicgames.net","boomer-stage.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5275272729,2021-09-23,2021-09-23,2022-10-22,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5287967831,2021-09-26,2021-09-26,2022-10-24,"*.mgmt.use1.ol.epicgames.net","*.mgmt.use1.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5315700362,2021-09-30,2021-09-30,2022-10-31,"acs-03.epicgames.net","acs-03.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
5315700392,2021-09-30,2021-09-30,2022-10-31,"acs-04.epicgames.net","acs-04.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
5321279507,2021-10-01,2021-09-09,2022-10-08,"*.on.epicgames.net","*.dev.use1a.on.epicgames.net
*.epicgames-ci.ol.epicgames.net
*.epicgames-gamedev.ol.epicgames.net
*.epicgames-lt.ol.epicgames.net
*.ol.epicgames.net
*.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5339847049,2021-10-04,2021-10-04,2022-11-01,"*.dedf.dev.use1a.on.epicgames.com","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5360584880,2021-10-06,2021-10-06,2022-11-04,"*.live.analytics-eos.use1a.on.epicgames.net","*.live.analytics-eos.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5365327431,2021-10-07,2021-10-07,2022-11-04,"*.unrealengine-ci.ol.epicgames.net","*.unrealengine-ci.ol.epicgames.net
*.unrealengine-gamedev.ol.epicgames.net
*.unrealengine-gdc.ol.epicgames.net
*.unrealengine-lt.ol.epicgames.net
*.unrealengine-stage.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5372529089,2021-10-08,2021-10-08,2022-11-06,"*.epicgames-ci.ol.epicgames.net","*.epicgames-ci.ol.epicgames.net
*.epicgames-gamedev.ol.epicgames.net
*.epicgames-stage.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5372679007,2021-10-08,2021-10-08,2022-11-06,"*.launcher-ci.ol.epicgames.net","*.launcher-ci.ol.epicgames.net
*.launcher-gamedev.ol.epicgames.net
*.launcher-lt.ol.epicgames.net
*.launcher-releaseqa.ol.epicgames.net
*.launcher-stage.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5373267085,2021-10-08,2021-10-08,2022-11-05,"*.epicgames-ci.ol.epicgames.net","*.epicgames-ci.ol.epicgames.net
*.epicgames-gamedev.ol.epicgames.net
*.epicgames-stage.ol.epicgames.net
*.unrealengine-ci.ol.epicgames.net
*.unrealengine-gamedev.ol.epicgames.net
*.unrealengine-gdc.ol.epicgames.net
*.unrealengine-lt.ol.epicgames.net
*.unrealengine-stage.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5396041043,2021-10-11,2021-10-11,2022-11-11,"p4-swarm.epicgames.net","p4-swarm-dev.epicgames.net
p4-swarm.epicgames.net
p4-swarm.it.epicgames.net
p4-swarm-stage.epicgames.net
p4-swarm-test.epicgames.net
rdu-p4-swarm-prod-01.epicgames.net
rdu-p4-swarm-prod-02.epicgames.net
rdu-p4-swarm-t-01.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
5398736188,2021-10-12,2021-10-12,2022-11-09,"*.github.ol.epicgames.net","*.github.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5399925706,2021-10-12,2021-10-12,2022-11-09,"*.unrealengine-ci.ol.epicgames.net","*.unrealengine-ci.ol.epicgames.net
unrealengine-ci.ol.epicgames.net
*.unrealengine-gamedev.ol.epicgames.net
unrealengine-gamedev.ol.epicgames.net
*.unrealengine-gdc.ol.epicgames.net
unrealengine-gdc.ol.epicgames.net
*.unrealengine-lt.ol.epicgames.net
unrealengine-lt.ol.epicgames.net
*.unrealengine-stage.ol.epicgames.net
unrealengine-stage.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5408286378,2021-10-13,2021-10-13,2022-11-11,"boomer.ol.epicgames.net","boomer.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5409934718,2021-10-14,2021-10-14,2022-11-11,"re-slack-notify-dev.ol.epicgames.net","re-slack-notify-dev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5420140751,2021-10-15,2021-10-15,2022-11-13,"*.epic-social-game-overlay-gamedev-ci-dev.ol.epicgames.net","*.epic-social-game-overlay-gamedev-ci-dev.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5420197079,2021-10-15,2021-10-15,2022-11-13,"*.epic-social-game-overlay-gamedev-dev-ci.ol.epicgames.net","*.epic-social-game-overlay-gamedev-dev-ci.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5441303723,2021-10-19,2021-10-19,2022-11-16,"*.dcaf.dev.use1a.on.epicgames.com","*.dev.use1a.on.epicgames.net
*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5441329946,2021-10-19,2021-10-19,2022-11-16,"*.eeef.live.use1a.on.epicgames.com","*.live.use1a.on.epicgames.net
*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5442971346,2021-10-19,2021-10-19,2022-11-17,"*.ol.epicgames.net","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5492293700,2021-10-27,2021-10-27,2022-11-25,"*.dev.analytics-eos.use1a.on.epicgames.net","*.dev.analytics-eos.use1a.on.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5494286262,2021-10-27,2021-10-27,2022-11-27,"rancher.epicgames.net","rancher.epicgames.net","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
5494590260,2021-10-27,2021-10-27,2022-11-25,"koala-ci.ol.epicgames.net","koala-ci.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5495213464,2021-10-27,2021-10-27,2022-11-25,"fleetman-service-ci.ol.epicgames.net","fleetman-service-ci.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5498336135,2021-10-28,2021-10-28,2022-11-25,"*.bdae.live.use1a.on.epicgames.com","*.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5544338820,2021-11-04,2021-11-04,2022-12-03,"*.pipeline.ol.epicgames.net","*.pipeline.ol.epicgames.net
pipeline.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5544490479,2021-11-04,2021-11-04,2022-12-03,"*.pipeline.ol.epicgames.net","*.pipeline.ol.epicgames.net
pipeline.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
5551199804,2021-11-05,2021-11-05,2022-12-04,"fleetman-service-stage.ol.epicgames.net","fleetman-service-stage.ol.epicgames.net","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
